,Picture,Name,Date of Birth,Birthplace
118,https://resizing.flixster.com/Vy9arYq3hf0gBMtyRNbeW5FoW1A=/218x280/v2/https://flxt.tmsimg.com/assets/812309_v9_bc.jpg,Maluma,"Jan 28, 1994","Medellín, Colombia"
119,https://resizing.flixster.com/D1zx5yVGKCDmFr5FZDi1P_wF-HA=/218x280/v2/https://resizing.flixster.com/_xl_66mOXlkYpfahIXOq2XcUpWs=/ems.ZW1zLXByZC1hc3NldHMvY2VsZWJyaXRpZXMvNWNjNjA3MTQtMGM2My00NTNhLWEyYjMtNGI1ZDc1YzQ2NzcyLmpwZw==,Bradley Cooper,"Jan 5, 1975","Philadelphia, Pennsylvania, USA"
120,https://resizing.flixster.com/w9CP3tNqxIKG5OzqiXbFb1b_Q0U=/218x280/v2/https://flxt.tmsimg.com/assets/76718_v9_ba.jpg,Jeff Perry,"Aug 16, 1955","Highland Park, Illinois, USA"
121,https://resizing.flixster.com/WaXAeiQWtJCNcSdE-2Tw0f9ZnU0=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/249/249_v9_bb.jpg,Kate Burton,"Sep 10, 1957","Geneva, Switzerland"
122,https://resizing.flixster.com/eqETT2oHuxLktnuo88AEvyyI5sw=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/321547/321547_v9_ba.jpg,Channing Tatum,"Apr 26, 1980","Cullman, Alabama, USA"
123,https://resizing.flixster.com/4YoeNfpIcBnP3YKEsqw6QKYSrt8=/218x280/v2/https://flxt.tmsimg.com/assets/1090711_v9_ba.jpg,Lia McHugh,"Nov 18, 2007","Pittsburgh, Pennsylvania, USA"
124,https://resizing.flixster.com/Ewc3oaHUEcLtfDXLtpH3cd47FdE=/218x280/v2/https://flxt.tmsimg.com/assets/491410_v9_ba.jpg,Julia Ling,"Feb 14, 1983","California, USA"
125,https://resizing.flixster.com/hVGcDzstHYg2wBW0Q1Azc_HeH98=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/273505/273505_v9_bb.jpg,Rachel McAdams,"Nov 17, 1978","London, Ontario, Canada"
126,https://resizing.flixster.com/eLXeiLLh1Cx8tgHOrcHCygCvpVM=/218x280/v2/https://flxt.tmsimg.com/assets/1037548_v9_ba.jpg,Harris Dickinson,"Jun 24, 1996","Leytonstone, England, UK"
127,https://resizing.flixster.com/e3COlCvHLzsdatwWR05Q-ciNcBY=/218x280/v2/https://flxt.tmsimg.com/assets/579067_v9_bb.jpg,Margot Robbie,"Jul 2, 1990","Dalby, Queensland, Australia"
128,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,Anna Smith,Not Available,Not Available
129,https://resizing.flixster.com/xWeF5zzYKYuV5nzvQ6SpgPbWswk=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/1650/1650_v9_ba.jpg,Will Smith,"Sep 25, 1968","Philadelphia, Pennsylvania, USA"
130,https://resizing.flixster.com/a2iTHPrLhTxXGYxjMFSxHbe-nCQ=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/29661/29661_v9_bb.jpg,Jane Seymour,"Feb 15, 1951","Hayes, Middlesex, England, UK"
131,https://resizing.flixster.com/6MnMNtw_BXuuSligpsPlw9nWeMA=/218x280/v2/https://resizing.flixster.com/3RTlw0tqtpGAOwyOLmAfxeIdHWE=/ems.ZW1zLXByZC1hc3NldHMvY2VsZWJyaXRpZXMvNDkzNGQ4MjQtMjM3ZS00MDFkLTk2NDgtM2JlZTlkMGVjYTZhLmpwZw==,Hannah Waddingham,"Jul 28, 1974","London, England, UK"
132,https://resizing.flixster.com/h9z2DrP9tritPLWBU7270b5_fq0=/218x280/v2/https://flxt.tmsimg.com/assets/174982_v9_bb.jpg,Alex Borstein,"Feb 15, 1971","Chicago, Illinois, USA"
133,https://resizing.flixster.com/m8YOztZ1wYcpmtwxnggQX6juFhg=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/1148978/1148978_v9_ba.jpg,Jacob Elordi,"Jun 26, 1997","Brisbane, Queensland, Australia"
134,https://resizing.flixster.com/1_6Vre0Tsf0QtkhxOamPMuE8Nog=/218x280/v2/https://flxt.tmsimg.com/assets/200419_v9_bb.jpg,Charlie Day,"Feb 9, 1976","New York, New York, USA"
135,https://resizing.flixster.com/sRR89R97lXpzSoVRv1fOp2nswn8=/218x280/v2/https://flxt.tmsimg.com/assets/494620_v9_bc.jpg,Joey King,"Jul 30, 1999","Los Angeles, California, USA"
136,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,John Mitchell,Not Available,Not Available
137,https://resizing.flixster.com/0ck6HtSOZyl2vgMnasf3TKaQ5Jo=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/46977/46977_v9_bc.jpg,Molly Ringwald,"Feb 18, 1968","Roseville, California, USA"
138,https://resizing.flixster.com/FWyrT_sycSfTS-t1uqLQge5avSo=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/548943/548943_v9_bc.jpg,Scott Eastwood,"Mar 21, 1986","Carmel, California, USA"
139,https://resizing.flixster.com/Ps0lRsukuSMeJSg6KVc1LZN3dPM=/218x280/v2/https://flxt.tmsimg.com/assets/499281_v9_bb.jpg,Maiara Walsh,"Feb 18, 1988","Seattle, Washington, USA"
140,https://resizing.flixster.com/7QhnFNqZtP_xpxjIdnUMkK-QyoU=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/579578/579578_v9_bb.jpg,Ella Purnell,"Sep 17, 1996","London, England, UK"
141,https://resizing.flixster.com/BCUTrUaQZKNaLJ-H-iPykDCYeG4=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/74682/74682_v9_ba.jpg,Owen Wilson,"Nov 18, 1968","Dallas, Texas, USA"
142,https://resizing.flixster.com/qUNR5muuBf0QvbmOIn_ZzjPl-YA=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/13461/13461_v9_ba.jpg,Clint Eastwood,"May 31, 1930","San Francisco, California, USA"
143,https://resizing.flixster.com/WCPAeXTGNoXKmfpNzA831XUlvb8=/218x280/v2/https://flxt.tmsimg.com/assets/35206_v9_ba.jpg,Julie Strain,"Feb 18, 1962","Concord, California, USA"
144,https://resizing.flixster.com/KVU8NCMGl5ovIW7lVrgdIMya1Co=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/1443/1443_v9_bc.jpg,Keanu Reeves,"Sep 2, 1964","Beirut, Lebanon"
145,https://resizing.flixster.com/t1cj95x9B8-ZkJ9jpUFA2zNO3bg=/218x280/v2/https://flxt.tmsimg.com/assets/52809_v9_ba.jpg,Ralph Fiennes,"Dec 22, 1962","Ipswich, Suffolk, England, UK"
146,https://resizing.flixster.com/u_ICduDwP_ufec3iIrRQu0yR34k=/218x280/v2/https://flxt.tmsimg.com/assets/264697_v9_bb.jpg,Amy Sedaris,"Mar 29, 1961","Endicott, New York, USA"
147,https://resizing.flixster.com/eegcWrRRrJg-L6YiG0THiWaDCdo=/218x280/v2/https://flxt.tmsimg.com/assets/540190_v9_bb.jpg,Léa Seydoux,"Jul 1, 1985","Paris, Île-de-France, France"
148,https://resizing.flixster.com/5ly_VTjrEyjhnbcq7CqVlym5wV4=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/545092/545092_v9_bb.jpg,Annabelle Wallis,"Sep 5, 1984","Oxford, Oxfordshire, England, UK"
149,https://resizing.flixster.com/khHYxUK3By4NHrAq0ZosQWgEzM4=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/70442/70442_v9_bc.jpg,Alex Meneses,"Feb 12, 1965","Chicago, Illinois, USA"
150,https://resizing.flixster.com/ea--UwXRAxkG7yPSSSHL2nBYeQ8=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/269690/269690_v9_bb.jpg,Rosamund Pike,"Jan 27, 1979","Hammersmith, London, England, UK"
151,https://resizing.flixster.com/FaTV5jt-BWP12IPZixHoV2dJJso=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/1294902/1294902_v9_ba.jpg,Freya Allan,Not Available,Not Available
152,https://resizing.flixster.com/Enk25djfC5wItXiV53w6E9Z0hbM=/218x280/v2/https://flxt.tmsimg.com/assets/784027_v9_bb.jpg,Jessie Buckley,"Dec 28, 1988","Killarney, Ireland"
153,https://resizing.flixster.com/apI-Le_Tr64jVFyx6qeBXTPS63c=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/172464/172464_v9_bb.jpg,Rosario Dawson,"May 9, 1979","New York, New York, USA"
154,https://resizing.flixster.com/op_jeUJGAheMY7KpSmHSSpulrdw=/218x280/v2/https://flxt.tmsimg.com/assets/1182946_v9_ba.jpg,Anya Chalotra,Not Available,Not Available
155,https://resizing.flixster.com/p13YDAV7jfTHul8Rp-D3C6thr_0=/218x280/v2/https://flxt.tmsimg.com/assets/740917_v9_bc.jpg,Millie Bobby Brown,"Feb 19, 2004","Málaga, Andalucía, Spain"
156,https://resizing.flixster.com/22fYuJMgHLk7NeCoUET4DLA0l0s=/218x280/v2/https://flxt.tmsimg.com/assets/590955_v9_bc.jpg,Taika Waititi,"Aug 16, 1975","Raukokore, New Zealand"
157,https://resizing.flixster.com/sXKvYK82VrTs77tpuBHsAPzSKKM=/218x280/v2/https://flxt.tmsimg.com/assets/505342_v9_bb.jpg,Nina Dobrev,"Jan 9, 1989","Sofia, Bulgaria"
158,https://resizing.flixster.com/5LHmmf3e0VpyFMX8SyDosNGLe2o=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/716722/716722_v9_bb.jpg,Caitriona Balfe,"Oct 4, 1979","Dublin, Ireland"
159,https://resizing.flixster.com/2RnqHpM8CJ_w1VS5BBUY0GK_vfk=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/553839/553839_v9_bb.jpg,Tom Bateman,"Mar 15, 1989","Oxford, England, UK"
160,https://resizing.flixster.com/4c8ToPKuwfehEGT1LwRuFWfVphs=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/302714/302714_v9_bc.jpg,Justin Bruening,"Sep 24, 1979","St. Helena, Nebraska, USA"
161,https://resizing.flixster.com/QO5tlNn-qRs6KFGL3kxxOE97xws=/218x280/v2/https://resizing.flixster.com/cC6XnKIyYy7D9Zy-44xy0puWxEA=/ems.ZW1zLXByZC1hc3NldHMvY2VsZWJyaXRpZXMvMmNmZmE3MDQtMzE5ZS00MDE2LTlmYzYtOTUyZWMzMzAwNzBlLmpwZw==,Jennifer Lawrence,"Aug 15, 1990","Louisville, Kentucky, USA"
162,https://resizing.flixster.com/bkz-_Js7opi4ALYp42zrf3NB86s=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/258/258_v9_bb.jpg,Nicolas Cage,"Jan 7, 1964","Long Beach, California, USA"
163,https://resizing.flixster.com/KV-nxsq8-KdmJf0owwzYZiAqdC8=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/2255/2255_v9_bb.jpg,Adam Sandler,"Sep 9, 1966","Brooklyn, New York, USA"
164,https://resizing.flixster.com/y4iF6ZJDe5oU1vnv3d_xI-C29yc=/218x280/v2/https://flxt.tmsimg.com/assets/168000_v9_bb.jpg,Walton Goggins,"Nov 10, 1971","Birmingham, Alabama, USA"
165,https://resizing.flixster.com/oIZv0H3tX5jBe1orCzSxAIBtDJI=/218x280/v2/https://flxt.tmsimg.com/assets/249613_v9_bc.jpg,Kristen Stewart,"Apr 9, 1990","Los Angeles, California, USA"
166,https://resizing.flixster.com/fHG1M1cxKN5A_4Jw8KQGqqsAQaw=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/25663/25663_v9_ba.jpg,Harold Ramis,"Nov 21, 1944","Chicago, Illinois, USA"
167,https://resizing.flixster.com/IEfRalk-kWGR-mb7ge1zLhTfQwI=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/487578/487578_v9_ba.jpg,John Cena,"Apr 23, 1977","West Newbury, Massachusetts, USA"
168,https://resizing.flixster.com/go9dLVj757snCaSwbhmW-xi4GI4=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/634989/634989_v9_ba.jpg,Dina Shihabi,Not Available,"Riyadh, Saudi Arabia"
169,https://resizing.flixster.com/587YQksue3yhhxFVR3yjMasZbVg=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/74092/74092_v9_bb.jpg,Jared Leto,"Dec 26, 1971","Bossier City, Louisiana, USA"
170,https://resizing.flixster.com/EsDNREtix6WtQuxULT7TePK6Ebw=/218x280/v2/https://flxt.tmsimg.com/assets/765421_v9_bb.jpg,Taron Egerton,"Nov 10, 1989","Birkenhead, Cheshire, England, UK"
171,https://resizing.flixster.com/6lr1Q4-8YkzhdsFya1Kyde9Vass=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/609778/609778_v9_bb.jpg,Natalie Morales,"Feb 15, 1985","Kendall, Florida, USA"
172,https://resizing.flixster.com/wHfnYd06HR-OwTCSm0nE9gv4pn4=/218x280/v2/https://flxt.tmsimg.com/assets/168173_v9_bb.jpg,Chelsea Hobbs,"Feb 18, 1984","Vancouver, British Columbia, Canada"
173,https://resizing.flixster.com/ydNrT3SFzBoM4lk1T2vUGaYgtq4=/218x280/v2/https://flxt.tmsimg.com/assets/71283_v9_bb.jpg,Laura Linney,"Feb 5, 1964","New York, New York, USA"
174,https://resizing.flixster.com/ffQ7LPymfh5IV1dr0CCWfHIFgak=/218x280/v2/https://flxt.tmsimg.com/assets/33623_v9_bc.jpg,Johnny Depp,"Jun 9, 1963","Owensboro, Kentucky, USA"
175,https://resizing.flixster.com/-w3ptmYbkhJvrV14XcMU8Hmgxck=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/660490/660490_v9_bb.jpg,Rainey Qualley,"Mar 11, 1990","New York, New York, USA"
176,https://resizing.flixster.com/SyeNGQGqjWnqGLkVxMgIViQfxzI=/218x280/v2/https://flxt.tmsimg.com/assets/1221620_v9_ba.jpg,Luke Eisner,Not Available,Not Available
177,https://resizing.flixster.com/fu4WXdUt4xY6IsXW7cIs22NxsTY=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/572089/572089_v9_bc.jpg,Karen Gillan,"Nov 28, 1987","Inverness, Scotland, UK"
178,https://resizing.flixster.com/O9RVnezKfgOSWdYQXJpDkTQT-e4=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/7530/7530_v9_bb.jpg,Ben Affleck,"Aug 15, 1972","Berkeley, California, USA"
179,https://resizing.flixster.com/Mx09sTazguirhOS_4ZV1S9QUayI=/218x280/v2/https://flxt.tmsimg.com/assets/492119_v9_bb.jpg,Jessica Chastain,"Mar 24, 1977","Sacramento, California, USA"
180,https://resizing.flixster.com/FJ4e5Scnw5RI__EnSBQ5D4DZDUM=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/16490/16490_v9_bb.jpg,Denzel Washington,"Dec 28, 1954","Mount Vernon, New York, USA"
181,https://resizing.flixster.com/yq9kpDQBE-YEt8VUqRsLjW8A8gw=/218x280/v2/https://flxt.tmsimg.com/assets/738434_v9_bc.jpg,Barry Keoghan,"Oct 17, 1992","Dublin, Ireland"
182,https://resizing.flixster.com/YbeJa7coG7k-U5DUQd8_RVmkfOE=/218x280/v2/https://flxt.tmsimg.com/assets/302753_v9_bb.jpg,Keke Palmer,"Aug 26, 1993","Harvey, Illinois, USA"
183,https://resizing.flixster.com/dpI-g-9p6W_Nlhc2f0-cwEmM00Q=/218x280/v2/https://flxt.tmsimg.com/assets/249381_v9_bb.jpg,Chris Pratt,"Jun 21, 1979","Virginia, Minnesota, USA"
184,https://resizing.flixster.com/9iIgE6ufzZHD6jDyyPB2C-RecQw=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/489802/489802_v9_bb.jpg,Dichen Lachman,"Feb 22, 1982","Kathmandu, Nepal"
185,https://resizing.flixster.com/K1ryKZnWh98Kbt0pfZGidMcpfUo=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/236083/236083_v9_bb.jpg,Cillian Murphy,"May 25, 1976","Douglas, Cork, Ireland"
186,https://resizing.flixster.com/SPWsNvCTKqQS6zeqOH1JrKiH6vM=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/505553/505553_v9_bb.jpg,Nazanin Boniadi,"May 22, 1980","Tehran, Iran"
187,https://resizing.flixster.com/RLNvG0mqQN6nTBpgA4KXHMWduBg=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/174737/174737_v9_ba.jpg,Eric Dane,"Nov 9, 1972","San Francisco, California, USA"
188,https://resizing.flixster.com/0lwW4Agc3-CZYMMIdaiA-9IYIF8=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/48020/48020_v9_bb.jpg,Neve Campbell,"Oct 3, 1973","Guelph, Ontario, Canada"
189,https://resizing.flixster.com/5-qiUXY-GkZcE0Z3uOsqdQIe72c=/218x280/v2/https://flxt.tmsimg.com/assets/504570_v9_ba.jpg,Emily Swallow,"Dec 18, 1979","Washington, D.C., USA"
190,https://resizing.flixster.com/XpPYc30sp9f6lqOYaWbalX9Mj0I=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/505244/505244_v9_bb.jpg,Yvonne Strahovski,"Jul 30, 1982","Maroubra, Sydney, New South Wales, Australia"
191,https://resizing.flixster.com/0KLn0vzWHkruykfIKuXZLerKvZI=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/1236/1236_v9_bb.jpg,Liam Neeson,"Jun 7, 1952","Ballymena, Northern Ireland, UK"
192,https://resizing.flixster.com/tWb--gljTe0E0ySfUZGfC4ecgac=/218x280/v2/https://flxt.tmsimg.com/assets/9653_v9_bb.jpg,Bruce Willis,"Mar 19, 1955","Idar-Oberstein, West Germany"
193,https://resizing.flixster.com/_RDddCjxNcBXa8RNnbM76im4WDs=/218x280/v2/https://flxt.tmsimg.com/assets/239991_v9_bb.jpg,Brooke D'Orsay,"Feb 17, 1982","Toronto, Ontario, Canada"
194,https://resizing.flixster.com/sAnQDgPHlZ4HigSW-6mhHA54rac=/218x280/v2/https://flxt.tmsimg.com/assets/248006_v9_bb.jpg,Jenna Fischer,"Mar 7, 1974","Fort Wayne, Indiana, USA"
195,https://resizing.flixster.com/RxAqXYMU0LwcgWA3mBdXBpcgq58=/218x280/v2/https://flxt.tmsimg.com/assets/511594_v9_ba.jpg,Armie Hammer,"Aug 28, 1986","Los Angeles, California, USA"
196,https://resizing.flixster.com/FZa1A06zymEnJS6f8gh36AzR8gw=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/50226/50226_v9_bb.jpg,Patrick Stewart,"Jul 13, 1940","Mirfield, Yorkshire, England, UK"
197,https://resizing.flixster.com/nKAFq_tLGwLcpcXLJzfgeR4fNkA=/218x280/v2/https://flxt.tmsimg.com/assets/1717861_v9_ba.jpg,Jabari Banks,Not Available,Not Available
198,https://resizing.flixster.com/iTU1djCIpA36JykrSkcS6_rfKcI=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/155555/155555_v9_ba.jpg,Connie Nielsen,"Jul 3, 1965","Elling, Frederikshavn, Denmark"
199,https://resizing.flixster.com/b9apwirHuhy9msXe_AMR7auL_2I=/218x280/v2/https://flxt.tmsimg.com/assets/1798_v9_ba.jpg,John Travolta,"Feb 18, 1954","Englewood, New Jersey, USA"
200,https://resizing.flixster.com/jney71kcxhs1l6HS7cbOrrqrZLc=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/71364/71364_v9_bb.jpg,Natalie Portman,"Jun 9, 1981","Jerusalem, Israel"
201,https://resizing.flixster.com/riobj5nJwJK3iFfGGt3xatCfOio=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/576959/576959_v9_bb.jpg,Elsie Kate Fisher,"Apr 3, 2003","California, USA"
202,https://resizing.flixster.com/1U3XVsD1ziru-2FpdFfUzRQgE2E=/218x280/v2/https://flxt.tmsimg.com/assets/327103_v9_bb.jpg,Sofia Boutella,"Apr 3, 1982","Bab El Oued, Algiers, Algeria"
203,https://resizing.flixster.com/R91R-eh9KXUa3YjLyMgpYU6Ks7A=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/44410/44410_v9_bb.jpg,Matthew McConaughey,"Nov 4, 1969","Uvalde, Texas, USA"
204,https://resizing.flixster.com/IFamjhEhPKX3RM0dAL0ueKMW7p0=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/904895/904895_v9_ba.jpg,Sarah Yarkin,Not Available,Not Available
205,https://resizing.flixster.com/oUSkI1-fpyWuy3PNyXMQ-eejb8Y=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/136434/136434_v9_ba.jpg,Olwen Fouéré,Not Available,Not Available
206,https://resizing.flixster.com/ADODhvoksdTLlP6oMvLvyHh_m-k=/218x280/v2/https://flxt.tmsimg.com/assets/516600_v9_bb.jpg,Taylor Schilling,"Jul 27, 1984","Boston, Massachusetts, USA"
207,https://resizing.flixster.com/_l04hPcN2F15NEE7H4fHBiVbY5o=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/78197/78197_v9_ba.jpg,Paul W.S. Anderson,"Mar 4, 1965","Newcastle-upon-Tyne, England, UK"
208,https://resizing.flixster.com/zfjYaARBWyCDemHAo7d1RMOeReI=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/163510/163510_v9_ba.jpg,Jake Gyllenhaal,"Dec 19, 1980","Los Angeles, California, USA"
209,https://resizing.flixster.com/jOluM70c43Mdaf15QvW76ANKy7k=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/742341/742341_v9_aa.jpg,Niamh Algar,Not Available,Ireland
210,https://resizing.flixster.com/rPerHWCU6nMDJwBhHd_q7WDcZ-s=/218x280/v2/https://flxt.tmsimg.com/assets/626907_v9_bc.jpg,Alicia Vikander,"Oct 3, 1988","Gothenburg, Västra Götalands län, Sweden"
211,https://resizing.flixster.com/uCx4VPTSUhbx4uIkjCCdB_ePZO4=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/319974/319974_v9_bb.jpg,David Pasquesi,"Dec 23, 1960","Chicago, Illinois, USA"
212,https://resizing.flixster.com/s4JamsDkZzOe9SqXUT8EUIkIeq8=/218x280/v2/https://flxt.tmsimg.com/assets/246134_v9_bb.jpg,Sarah Lancaster,"Feb 12, 1980","Kansas City, Kansas, USA"
213,https://resizing.flixster.com/vhiQDnsAC5b2NFwSAdDp4dV9PN0=/218x280/v2/https://flxt.tmsimg.com/assets/317159_v9_ba.jpg,Genelle Williams,"Feb 18, 1984","Toronto, Ontario, Canada"
214,https://resizing.flixster.com/JuK7_e6Ggdn9PkmMoZN-ZjalNfQ=/218x280/v2/https://flxt.tmsimg.com/assets/506565_v9_ba.jpg,Luke Grimes,"Jan 21, 1984","Dayton, Ohio, USA"
215,https://resizing.flixster.com/5S0r0OirKnhnFE5i_d_beWkF248=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/36765/36765_v9_ba.jpg,Keri Russell,"Mar 23, 1976","Fountain Valley, California, USA"
216,https://resizing.flixster.com/2fznFTK6_PXRrV5hPrccLXIJaPk=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/287442/287442_v9_ba.jpg,Brea Bee,"Feb 15, 1975","Philadelphia, Pennsylvania, USA"
217,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,Amanda Collin,"Mar 4, 1986",Denmark
218,https://resizing.flixster.com/a2k6nl2I7PphvniQ4Xgpyu2AtG8=/218x280/v2/https://flxt.tmsimg.com/assets/12441_v9_bb.jpg,Christian Bale,"Jan 30, 1974","Haverfordwest, Pembrokeshire, Wales, UK"
219,https://resizing.flixster.com/vGoAztGbNhtn4fHBTPsPmdAGSfk=/218x280/v2/https://flxt.tmsimg.com/assets/669079_v9_bb.jpg,Annie Murphy,"Dec 19, 1986","Ottawa, Ontario, Canada"
220,https://resizing.flixster.com/q7X6QKY0lYFwzpeaQVhE-jEejIc=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/310071/310071_v9_ba.jpg,Olivia Wilde,"Mar 10, 1984","New York, New York, USA"
221,https://resizing.flixster.com/CQ2QibOhOmG7sVD3Ifd5WBcj6_8=/218x280/v2/https://flxt.tmsimg.com/assets/308909_v9_bb.jpg,John Krasinski,"Oct 20, 1979","Newton, Massachusetts, USA"
222,https://resizing.flixster.com/FvfBdUnPznBBYDZN5zHSNYf3f6c=/218x280/v2/https://flxt.tmsimg.com/assets/220925_v9_bc.jpg,Malin Akerman,"May 12, 1978","Stockholm, Sweden"
223,https://resizing.flixster.com/Pc8kgy3f2JmYDu0QE5hw5TZ_ln8=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/230637/230637_v9_bc.jpg,Kat Dennings,"Jun 13, 1986","Philadelphia, Pennsylvania, USA"
224,https://resizing.flixster.com/q1KRPEWslbM8HXsbW0Ao9gXH8zE=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/576683/576683_v9_aa.jpg,Sam Claflin,"Jun 27, 1986","Ipswich, Suffolk, England, UK"
225,https://resizing.flixster.com/l_KrDWwK_EQeFRS44IWcXGzDbeQ=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/516235/516235_v9_bb.jpg,Gina Carano,"Apr 16, 1982","Dallas, Texas, USA"
226,https://resizing.flixster.com/QBB1Z12NXyEO7slXLRSd-rLIc5M=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/33104/33104_v9_bc.jpg,John Leguizamo,"Jul 22, 1964","Bogotá, Colombia"
227,https://resizing.flixster.com/-r2p7m1meNbfMfhlob_q3SkX18M=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/774777/774777_v9_ba.jpg,Alisha Wainwright,"Jul 14, 1989","Florida, USA"
228,https://resizing.flixster.com/Q09X3RysYhqWQ2TkOzIaWa_lxVY=/218x280/v2/https://flxt.tmsimg.com/assets/986260_v9_ba.jpg,Robert Aramayo,"Nov 7, 1992","Hull, England, UK"
229,https://resizing.flixster.com/gzLUjoCaiDF2cFYLjf96ZNSc-Mc=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/68310/68310_v9_bb.jpg,Charlize Theron,"Aug 7, 1975","Benoni, Gauteng, South Africa"
230,/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,Tommy Lee,"Feb 19, 1901","Los Angeles, California, USA"
231,https://resizing.flixster.com/JWVK3-4qguX8qo-g6uTKCxXhC9o=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/62547/62547_v9_ba.jpg,Tim Guinee,"Nov 18, 1962","Los Angeles, California, USA"
232,https://resizing.flixster.com/j5blWBujTDLOzmUuGIImTKpePJo=/218x280/v2/https://flxt.tmsimg.com/assets/1662166_v9_aa.jpg,Louisa Jacobson,"Jun 12, 1991","Los Angeles, California, USA"
233,https://resizing.flixster.com/yz3nEdLcfzFM8X52DRZBrz4PX8Y=/218x280/v2/https://flxt.tmsimg.com/assets/267214_v9_ba.jpg,Paul Dano,"Jun 19, 1984","New York, New York, USA"
234,https://resizing.flixster.com/BDSJ44YnnbEVBINAUThSq-7_1zI=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/166666/166666_v9_ba.jpg,Najwa Nimri,"Feb 14, 1972","Pamplona, Spain"
235,https://resizing.flixster.com/flEKIlpyFuh8iWMadrEb3qIRGvI=/218x280/v2/https://flxt.tmsimg.com/assets/434900_v9_bb.jpg,Milana Vayntrub,"Mar 8, 1987","Tashkent, Uzbekistan"
236,https://resizing.flixster.com/kSaLCjlaKmEUGErXPXxqcHh_Bc8=/218x280/v2/https://flxt.tmsimg.com/v9/AllPhotos/168053/168053_v9_bb.jpg,Amy Adams,"Aug 20, 1974","Vicenza, Veneto, Italy"
